"NAMEHCR","RSSDHCR","RECORD_ID"
"FRANKLIN BANCORP, INC.","0001098152","1,324,844,214"
"FSB BANCSHARES, INC.","0002344650","1,324,844,226"
FRANKLIN BANCORP MHC,"0004459848","1,324,844,227"
"MAX BANCORP, LLC","0003878835","1,324,844,229"
NEW HAMPSHIRE MUTUAL BANCORP,"0004436559","1,324,844,236"
SOUTHERN UTAH BANCORPORATION,"0002169871","1,324,844,240"
"COMMERCIAL BANCSHARES OF OZARK, INC.","0002581718","1,324,844,249"
"J & M BANCSHARES, INC.","0001067943","1,324,844,256"
BNP PARIBAS,"0001231968","1,324,844,259"
KEYSTONE COMMUNITY BANCORPORATION,"0001131367","1,324,844,267"
"GREELEY BANCSHARES, INC.","0001472006","1,324,844,269"
"EMMETSBURG BANK SHARES, INC.","0001131901","1,324,844,274"
BNH FINANCIAL,"0002545831","1,324,844,285"
MASCOMA MUTUAL FINANCIAL SERVICES CORPORATION,"0003846106","1,324,844,286"
"GARNETT BANCSHARES, INC.","0001057896","1,324,844,290"
SUGAR RIVER BANCORP MHC,"0004191399","1,324,844,299"
NEW HAMPSHIRE MUTUAL BANCORP,"0004436559","1,324,844,301"
"GUARANTY BANCORP, INC.","0002637820","1,324,844,302"
"EMINENCE BANKSHARES, INC.","0001140613","1,324,844,304"
BANK OF HAWAII CORPORATION,"0001025309","1,324,844,319"
MY ANNS CORPORATION,"0001058389","1,324,844,352"
COMMERCE BANK AND TRUST HOLDING COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,"0002883298","1,324,844,363"
ASTRA FINANCIAL CORPORATION,"0002723862","1,324,844,372"
"PLAINS BANCSHARES, INC.","0004552981","1,324,844,381"
"OCEANPOINT FINANCIAL PARTNERS, MHC","0003297481","1,324,844,391"
"COASTAL BANCSHARES, INC.","0002184043","1,324,844,394"
FIRST HARDEE HOLDING CORPORATION,"0002376558","1,324,844,398"
OCONEE FINANCIAL CORPORATION,"0002729499","1,324,844,405"
"EAST TEXAS BANCSHARES, INC.","0001135909","1,324,844,412"
"SPENCER BANCSHARES, INC.","0001066928","1,324,844,414"
"AMTEX BANCSHARES, INC.","0001131899","1,324,844,417"
"GARFIELD COUNTY BANCSHARES, INC.","0001842551","1,324,844,426"
"MAPLE HILL BANCSHARES, INC.","0001064410","1,324,844,427"
SECURITY FIRST BANCSHARES INC,"0003176661","1,324,844,432"
"COMMUNITY BANK HOLDINGS OF TEXAS, INC.","0001104017","1,324,844,446"
NSB MUTUAL HOLDING COMPANY,"0005045444","1,324,844,460"
"UNITED FINANCIAL BANCORP, INC.","0002509413","1,324,844,464"
CONNECTICUT MUTUAL HOLDING COMPANY,"0002937100","1,324,844,470"
SI FINANCIAL GROUP INC,"0003306815","1,324,844,475"
"SANDHILLS BANCSHARES, INC.","0003951998","1,324,844,477"
WEBSTER FINANCIAL CORPORATION,"0001145476","1,324,844,480"
CONNECTICUT MUTUAL HOLDING COMPANY,"0002937100","1,324,844,482"
CONNECTICUT MUTUAL HOLDING COMPANY,"0002937100","1,324,844,487"
"WHEELER COUNTY BANCSHARES, INC.","0001066919","1,324,844,522"
"NORTHERN BANCORP, INC.","0001246935","1,324,844,523"
"QCR HOLDINGS, INC.","0002125813","1,324,844,529"
"COASTAL BANCSHARES, INC.","0002184043","1,324,844,539"
"FOSTORIA BANKSHARES, INC.","0001416569","1,324,844,541"
"HAWAII NATIONAL BANCSHARES, INC.","0001142439","1,324,844,553"
"SOUTHSIDE BANCSHARES, INC.","0001245068","1,324,844,554"
"SOUTH TEXAS BANCSHARES, INC.","0003361506","1,324,844,558"
"HUNTINGTON BANCSHARES, INC.","0001109601","1,324,844,599"
"DIXON BANCSHARES, INC.","0001969485","1,324,844,610"
"COULEE BANCSHARES, INC.","0001126989","1,324,844,614"
"SECURITY BANCSHARES, INC.","0001248836","1,324,844,625"
"WANAMINGO BANCSHARES, INC.","0001135271","1,324,844,629"
"FIRST INDEPENDENT BANCSHARES, INC.","0001364053","1,324,844,631"
"INDEPENDENCE BANCSHARES, INC.","0001206201","1,324,844,633"
"RMB BANCSHARES, INC.","0001904963","1,324,844,634"
"WESTERN COMMERCE BANCSHARES OF CARLSBAD, INC.","0001109227","1,324,844,638"
"BEAMAN BANCSHARES, INC.","0001889499","1,324,844,641"
"EMMETSBURG BANK SHARES, INC.","0001131901","1,324,844,647"
"BLACKHAWK BANCORPORATION, INC.","0001823345","1,324,844,649"
"BANGOR BANCORP, MHC","0003547999","1,324,844,655"
"TORONTO-DOMINION BANK, THE","0001238565","1,324,844,656"
"CITIZENS INDEPENDENT BANCORP, INC.","0002299077","1,324,844,665"
"HOMETOWN COMMUNITY BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","0002762795","1,324,844,674"
"OTTAWA BANCSHARES, INC.","0001056769","1,324,844,676"
HOW-WIN DEVELOPMENT CO.,"0001200496","1,324,844,684"
DRAKE HOLDING COMPANY,"0001208410","1,324,844,689"
"ZAPATA BANCSHARES, INC.","0001107223","1,324,844,694"
"DELHI BANCSHARES, INC.","0001205594","1,324,844,702"
"SALISBURY BANCORP, INC.","0002693273","1,324,844,705"
"OTTAWA BANCSHARES, INC.","0001056769","1,324,844,712"
"RANDALL BANCSHARES, INC.","0001245246","1,324,844,719"
TOWN AND COUNTRY FINANCIAL CORPORATION,"0001208531","1,324,844,723"
"ADAGE, LLC","0005006472","1,324,844,725"
CATHAY GENERAL BANCORP,"0001843080","1,324,844,736"
"EVANS BANCSHARES, INC.","0001130726","1,324,844,741"
"WEST SUBURBAN BANCORP, INC.","0001245705","1,324,844,742"
FIRST NEW MEXICO FINANCIAL CORPORATION,"0001107830","1,324,844,747"
"HALBUR BANCSHARES, INC.","0001209024","1,324,844,751"
"FIRST SERVICE BANCSHARES, INC.","0001137266","1,324,844,752"
"DAKOTA FINANCIAL, INC.","0003615272","1,324,844,758"
BANCOOK CORPORATION,"0001056170","1,324,844,761"
"UNIVERSITY FINANCIAL CORP, GBC DBA SUNRISE BANKS","0001139103","1,324,844,790"
"ROMY HAMMES, INC.","0001201813","1,324,844,795"
"EASTON BANCSHARES, INC.","0001417436","1,324,844,797"
"PSB HOLDINGS, INC.","0002321419","1,324,844,798"
"TALL CITY BANCSHARES, INC.","0003929821","1,324,844,804"
COMMERCIAL NATIONAL FINANCIAL CORPORATION,"0001249299","1,324,844,812"
"SUNSOUTH BANCSHARES, INC.","0003255100","1,324,844,827"
"AMERICO BANCSHARES, INC.","0001107193","1,324,844,835"
"EVEREST BANCSHARES, INC.","0001057515","1,324,844,836"
"SUMITOMO MITSUI FINANCIAL GROUP, INC.","0003133262","1,324,844,844"
JOHN R TURNER HOLDING COMPANY,"0002753869","1,324,844,846"
"MERCHANTS TRUST, INC.","0001085107","1,324,844,860"
"NORTHWEST BANCORPORATION OF ILLINOIS, INC.","0001202986","1,324,844,864"
"CHARTER BANCSHARES, INC.","0002963556","1,324,844,880"
"TEXAS BANCORP, INC.","0002472973","1,324,844,910"
CITIZENS INVESTMENT COMPANY,"0001050226","1,324,844,920"
FIRSTBANK HOLDING COMPANY,"0001060627","1,324,844,923"
"MCGREGOR BANCO, INC.","0001128246","1,324,844,928"
"CARLETON AGENCY, INC.","0001052949","1,324,844,933"
GENEVA STATE COMPANY,"0001834396","1,324,844,947"
"BRUNING BANCSHARES, INC.","0001840753","1,324,844,955"
FOUNDATION FIRST CORPORATION,"0003822874","1,324,844,967"
"SUNDOWN BANKSHARES, INC.","0001104389","1,324,844,982"
TRINITY CAPITAL CORPORATION,"0001056161","1,324,845,001"
CEDAR RAPIDS STATE COMPANY,"0001065202","1,324,845,019"
"EXCHANGE FINANCIAL, INC.","0003403732","1,324,845,035"
PHELPS COUNTY BANK EMPLOYEE STOCK OWNERSHIP PLAN,"0001249600","1,324,845,038"
"ESSAY BANK HOLDINGS, LLC","0004877246","1,324,845,052"
"HOCKING VALLEY BANCSHARES, INC.","0002170868","1,324,845,054"
"KENNETT BANCSHARES, INC.","0001136308","1,324,845,072"
FIRST NATIONAL BANK OF GILLETTE HOLDING COMPANY,"0001057908","1,324,845,073"
"PEOPLES BANKSHARES, INC.","0001124024","1,324,845,078"
"CBT BANCORP, INC.","0003436927","1,324,845,081"
"KRESS NATIONAL BANCSHARES, INC.","0002741307","1,324,845,084"
"AUSTIN COLONY, INC.","0001130829","1,324,845,086"
"KING BANCORP, INC.","0001098282","1,324,845,089"
TRI CITY BANKSHARES CORPORATION,"0001203974","1,324,845,110"
"BLUECHIP BANCSHARES, LLC","0004349837","1,324,845,112"
BELLE GLADE BANK CORPORATION,"0001138272","1,324,845,118"
"BANC OF SAN JACINTO COUNTY BANCSHARES, INC., THE","0001107456","1,324,845,128"
"MOUNTAIN HOME BANCSHARES, INC.","0001098415","1,324,845,164"
"EVERGREEN BANCSHARES, INC.","0001134797","1,324,845,170"
"MIDWEST BANCORPORATION, INC. AND AFFILIATES ESOP TRUST","0002575230","1,324,845,183"
"PARKWAY BANCORP, INC.","0001200692","1,324,845,189"
GNB BANKSHARES CORPORATION,"0002630193","1,324,845,192"
"COMMERCIAL BANCSHARES, INC.","0001118818","1,324,845,204"
"UNION BANCSHARES, INC.","0001058503","1,324,845,207"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","0001391237","1,324,845,225"
FIRST VALLEY NATIONAL CORP.,"0001097100","1,324,845,243"
"INWOOD BANCSHARES, INC.","0001134498","1,324,845,252"
LINDSAY STATE COMPANY,"0001059537","1,324,845,258"
"COMMUNITY BANCORP OF KENTUCKY, INC.","0001119440","1,324,845,277"
"WESTBRAND, INC.","0001127650","1,324,845,294"
"FIVE FLAGS BANKS, INC.","0001129515","1,324,845,296"
"COMMUNITY BANCORP OF LOUISIANA, INC.","0001977154","1,324,845,309"
CSRA BANK CORP.,"0001493672","1,324,845,326"
MIDLAND FINANCIAL CORPORATION,"0001054840","1,324,845,344"
"FIRST MINNETONKA BANCORPORATION, INC.","0001125450","1,324,845,347"
"VALLEY BANCSHARES, INC.","0001097137","1,324,845,358"
POPLAR BLUFF BANC COMPANY,"0002321594","1,324,845,369"
SECURITY NATIONAL CORPORATION,"0001140323","1,324,845,370"
"QUINLAN BANCSHARES, INC.","0001133428","1,324,845,372"
"STURM FINANCIAL GROUP, INC.","0002942702","1,324,845,377"
FREMONT BANCORPORATION,"0001026801","1,324,845,379"
"FIRST AMERICAN BANCSHARES, INC.","0003179877","1,324,845,382"
"AMERICAN BANCSHARES, INC.","0001104615","1,324,845,389"
"HERITAGE BANCSHARES GROUP, INC.","0002144739","1,324,845,408"
"FIRST NATIONAL BANCSHARES OF WEATHERFORD, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0004722056","1,324,845,416"
BANNER COUNTY BAN CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,"0004437426","1,324,845,426"
"LOGAN COUNTY BANCSHARES, INC.","0001133259","1,324,845,437"
FIRSTAR FINANCIAL CORP.,"0003017915","1,324,845,440"
COUNTRY BANCORPORATION,"0001203910","1,324,845,445"
AMERICAN NATIONAL CORPORATION,"0001059715","1,324,845,452"
REPUBLIC BANCORP CO.,"0001201194","1,324,845,484"
"FIRST MALDEN BANCSHARES, INC.","0001491445","1,324,845,498"
FIRST NATIONAL FINANCIAL CORPORATION,"0001051193","1,324,845,500"
"HODGE BANCSHARES, INC.","0001130678","1,324,845,503"
"ROUND TOP BANCSHARES, INC.","0002684721","1,324,845,507"
"JEFFERSON BANCSHARES, INC.","0002267665","1,324,845,518"
"MCINTOSH COUNTY BANK HOLDING COMPANY, INC.","0001143678","1,324,845,540"
"JANE AUSTIN CHAPMAN LIMITED PARTNERSHIP, L.P.","0003072660","1,324,845,545"
"CTBC FINANCIAL HOLDING CO., LTD.","0003080209","1,324,845,558"
BAC FINANCIAL INC.,"0003033746","1,324,845,575"
"FIRSTFED BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0003340556","1,324,845,580"
KINGSLEY BANC CORP,"0001133633","1,324,845,587"
"BNA BANCSHARES, INC.","0003326176","1,324,845,588"
"UNITED COMMUNITY BANCORP, INC.","0001097182","1,324,845,599"
"FNB BANCSHARES OF CENTRAL ALABAMA, INC.","0001086476","1,324,845,608"
MCLEAN BANK HOLDING COMPANY,"0001126523","1,324,845,619"
"CONSUMERS BANCORP, INC.","0002286228","1,324,845,621"
"SPRING BANCORP, INC.","0001247361","1,324,845,644"
"ROYAL BANCSHARES, INC.","0001096372","1,324,845,650"
"DONIPHAN BANCSHARES, INC.","0002332143","1,324,845,653"
"MACHIAS BANCORP, MHC","0002728577","1,324,845,669"
FIRST BUSINESS BANCORP CO.,"0001889547","1,324,845,674"
PIONEER DEVELOPMENT COMPANY,"0001200665","1,324,845,678"
JACKASS CREEK LAND & LIVESTOCK COMPANY,"0001123616","1,324,845,682"
"LAKESIDE BANCORP, INC.","0002128917","1,324,845,709"
"STATE BANKSHARES, INC.","0001417333","1,324,845,717"
"BENIC HOLDINGS, INC.","0005217915","1,324,845,724"
"ALTAMAHA BANCSHARES, INC.","0001081510","1,324,845,725"
"COMMERCIAL COMPANY, INC.","0001104624","1,324,845,730"
DICKINSON FINANCIAL CORPORATION II,"0002107707","1,324,845,735"
"MOODY BANCSHARES, INC.","0001107522","1,324,845,738"
"PARK BANCORPORATION, INC.","0001209716","1,324,845,743"
"FREEPORT BANCSHARES, INC.","0001205585","1,324,845,763"
INTERNATIONAL BANCSHARES CORPORATION,"0001104231","1,324,845,764"
"DELHI BANCSHARES, INC.","0001107090","1,324,845,773"
"FIRST COMMUNITY BANCSHARES, INC.","0001108097","1,324,845,775"
"CARLSON BANCSHARES, INC.","0001491641","1,324,845,779"
CITIZENS NATIONAL CORPORATION,"0001056415","1,324,845,780"
"CITIZENS BANCSHARES, INC.","0001133969","1,324,845,809"
CITIZENSADA FINANCIAL CORPORATION,"0003435229","1,324,845,814"
"FARMERS BANCSHARES, INC.","0001080885","1,324,845,815"
"COMMUNITY BANKSHARES, INC.","0001479144","1,324,845,816"
"GARDEN PLAIN BANCSHARES, INC.","0001139756","1,324,845,822"
"WHITTINGTON BANCORP, INC.","0001140725","1,324,845,824"
NORTHEAST BANCORP,"0002324111","1,324,845,825"
TEXICO BANCSHARES CORPORATION,"0001132841","1,324,845,828"
"FIRST INTERNATIONAL BANCSHARES, INC.","0002490520","1,324,845,835"
"OHNWARD BANCSHARES, INC.","0001200311","1,324,845,848"
"FARMERS BANCSHARES, INC.","0001080885","1,324,845,852"
AMERIWEST CORPORATION,"0001840687","1,324,845,874"
"C B & T BANCSHARES, INC.","0003010288","1,324,845,876"
"COFFEYVILLE BANCORP, INC.","0003199585","1,324,845,881"
"LAFOURCHE BANCSHARES, INC.","0001082236","1,324,845,886"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,845,892"
"RIVER VALLEY BANCORPORATION, INC.","0001209426","1,324,845,902"
"PEOPLES BANCORP, INC.","0002814528","1,324,845,918"
"ABBY BANCORP, INC.","0003612794","1,324,845,925"
"MIDLAND BANCSHARES, INC.","0002609489","1,324,845,926"
PLAQUEMINE BANCSHARES CORPORATION,"0001086355","1,324,845,930"
"KIDD PARTNERS, LTD.","0002303947","1,324,845,936"
"AMERIGROUP, INC.","0002625247","1,324,845,939"
"CHESTER COUNTY BANCSHARES, INC.","0001248582","1,324,845,943"
"SUMMERVILLE/TRION BANCSHARES, INC.","0001133754","1,324,845,948"
PTB CORPORATION,"0001404735","1,324,845,956"
"BOC BANSHARES, INC.","0001417427","1,324,845,958"
"FSB BANCORP, MHC","0002596758","1,324,845,965"
BANK LEUMI LE-ISRAEL B.M.,"0001232536","1,324,845,971"
"WEST GATE BANSHARES, INC.","0001061736","1,324,845,979"
MANHATTAN BANKING CORPORATION,"0001139363","1,324,846,012"
"CENTINEL BANK SHARES, INC.","0001061754","1,324,846,015"
"CENTURY BANCORP, INC.","0001111088","1,324,846,035"
"LAKELAND BANCORP, INC.","0001404799","1,324,846,039"
"S.T.D. INVESTMENTS, INC.","0001062630","1,324,846,040"
ISRAEL DISCOUNT BANK LIMITED,"0001240737","1,324,846,054"
"PENN BANCSHARES, INC.","0001132757","1,324,846,055"
"BESSEMER GROUP, INCORPORATED, THE","0001246159","1,324,846,081"
MERCHANTS AND MANUFACTURERS BANK CORPORATION,"0002022734","1,324,846,103"
FIRST MCHENRY CORPORATION,"0001204065","1,324,846,130"
"GENERAL BANCSHARES, INC.","0001139514","1,324,846,144"
"NORTH CENTRAL BANCORP, INC.","0002834076","1,324,846,163"
"AMERICAN BANCORP OF OKLAHOMA, INC.","0001136269","1,324,846,185"
"AMADOR BANCSHARES, INC.","0001105078","1,324,846,189"
ASCENT BANCORP,"0004968368","1,324,846,190"
H BANCORP LLC,"0002453084","1,324,846,192"
FIRST INDEPENDENCE CORPORATION,"0001134564","1,324,846,204"
SOUTH GEORGIA BANK HOLDING COMPANY,"0002764977","1,324,846,218"
APPALACHIAN FINANCIAL CORPORATION,"0001141115","1,324,846,231"
BRUNSWICK BANCORP,"0001136344","1,324,846,236"
RUSH-OAK CORPORATION,"0001201644","1,324,846,240"
"PINNACLE BANCORP, INC.","0001053272","1,324,846,245"
"BCI FINANCIAL GROUP, INC.","0003762457","1,324,846,248"
"CADIZ BANCORP, INC.","0001249619","1,324,846,253"
AMERICAN BANK HOLDING CORPORATION,"0001109964","1,324,846,255"
"MARINE BANCORP, INC.","0001823608","1,324,846,262"
FIDELITY HOLDING COMPANY,"0003362923","1,324,846,277"
FIRST POTEAU CORPORATION,"0001060243","1,324,846,287"
WHITAKER BANK CORPORATION OF KENTUCKY,"0001966671","1,324,846,289"
"JOHNSON FINANCIAL GROUP, INC.","0001490701","1,324,846,303"
"HEARTLAND FINANCIAL USA, INC.","0001206546","1,324,846,316"
GUARANTY DEVELOPMENT COMPANY,"0001121993","1,324,846,317"
"GULF COAST BANCSHARES, INC.","0001085929","1,324,846,349"
"HEARTLAND BANCORP, INC.","0001208120","1,324,846,365"
ORIENT BANCORPORATION,"0001028533","1,324,846,379"
"FIRST BANCORPORATION OF GERALDINE, INC.","0001084753","1,324,846,413"
"CB EDINBURG HOLDINGS, INC.","0004795863","1,324,846,433"
FIRST STATE CAPITAL CORPORATION,"0001132980","1,324,846,446"
CENTRAL MONTANA BANCORPORATION,"0001128349","1,324,846,455"
"BENCHMARK BANKSHARES, INC.","0001141441","1,324,846,460"
HOMETOWN BANC CORP,"0002482196","1,324,846,464"
AMERIS BANCORP,"0001082067","1,324,846,477"
"BYLINE BANCORP, INC.","0001204627","1,324,846,565"
"MILK RIVER BANQUO, INC.","0002807100","1,324,846,583"
FIRST SECURITY GROUP,"0002880662","1,324,846,591"
"FORESIGHT FINANCIAL GROUP, INC.","0001137453","1,324,846,597"
"SHB BANCORP, INC.","0004346676","1,324,846,624"
EXECUTIVE BANKING CORPORATION,"0001082731","1,324,846,633"
"TENNESSEE STATE BANCSHARES, INC.","0001142242","1,324,846,641"
"PARK CITIES FINANCIAL GROUP, INC.","0004517298","1,324,846,648"
"HERITAGE FIRST BANCSHARES, INC.","0003347274","1,324,846,670"
"MONTGOMERY BANCSHARES, INC.","0002139696","1,324,846,675"
"BORDER BANCSHARES, INC.","0002238544","1,324,846,681"
"SEQUATCHIE VALLEY BANCSHARES, INC.","0001085330","1,324,846,712"
"BANCO SANTANDER, S.A.","0001239254","1,324,846,719"
"WALLIS BANCSHARES, INC.","0002693956","1,324,846,731"
"LIBERTY FINANCIAL SERVICES, INC.","0001130548","1,324,846,737"
CITIZENS GUARANTY FINANCIAL CORPORATION,"0001143294","1,324,846,750"
BANKGUAM HOLDING COMPANY,"0004272869","1,324,846,758"
"DAMARISCOTTA BANKSHARES, INC.","0001143285","1,324,846,790"
"CNB BANCSHARES, INC.","0001086270","1,324,846,800"
"MONTANA SECURITY, INC.","0002351274","1,324,846,824"
"HARDIN COUNTY BANCSHARES, INC.","0001097838","1,324,846,828"
TAMPA BAY BANKING COMPANY,"0001246467","1,324,846,862"
FIRST STATE HOLDING CORP.,"0001132289","1,324,846,878"
"HENDERSON TEXAS BANCSHARES, INC.","0003385511","1,324,846,892"
"SOUTHWEST SECURITY, INC.","0001081686","1,324,846,899"
"ONTARIO BANCORPORATION, INC.","0001209592","1,324,846,901"
"THREE RIVERS BANKSHARES, INC.","0002791713","1,324,846,904"
CITY NATIONAL BANCSHARES CORPORATION,"0001048849","1,324,846,921"
WHITCORP FINANCIAL COMPANY,"0001051979","1,324,846,929"
"BRIDGEVIEW BANCORP, INC.","0001209145","1,324,846,930"
"BLUEGRASS BANCSHARES, INC.","0001244801","1,324,846,958"
CREWS BANKING CORPORATION,"0001081239","1,324,846,960"
"MOUNTAIN BANCORP, INC.","0001071249","1,324,847,002"
ESPIRITO SANTO CONTROL S.A.,"0002464268","1,324,847,003"
"TWIN CITIES FINANCIAL SERVICES, INC.","0001082478","1,324,847,008"
"EXCHANGE BANCSHARES, INC.","0001096176","1,324,847,022"
"FIRST PRYOR BANCORP, INC.","0002224408","1,324,847,029"
"FIVE FLAGS BANKS, INC.","0001129515","1,324,847,055"
"PEOPLESSOUTH BANCSHARES, INC.","0001866155","1,324,847,061"
"HORIZON BANKSHARES, INC.","0001133026","1,324,847,088"
SEBREE BANKCORP,"0001134229","1,324,847,095"
FIRST NATIONAL FINANCIAL CORPORATION,"0003386880","1,324,847,118"
FIDELITY SOUTHERN CORPORATION,"0001081118","1,324,847,153"
"FIDELITY BANCSHARES, INC.","0001108501","1,324,847,168"
FIRST TEAM RESOURCES CORPORATION,"0002516587","1,324,847,172"
"FLATHEAD LAKE BANCORPORATION, INC.","0001128330","1,324,847,183"
"OMNI BANCORP, INC.","0001139859","1,324,847,187"
"CORNERSTONE BANCORPORATION, INC.","0001125423","1,324,847,214"
"WCG BANCSHARES, INC.","0001083998","1,324,847,215"
"OAK RIDGE BANCSHARES, INC.","0001109900","1,324,847,218"
"KING KALISPELL, LLC","0004404277","1,324,847,239"
"ABNA HOLDINGS, INC.","0002344726","1,324,847,247"
BANCTENN CORP.,"0001135002","1,324,847,252"
CONTINENTAL BANCORP,"0001129681","1,324,847,253"
HEMET BANCORP,"0003058057","1,324,847,273"
"ILLINOIS STATE BANCORP, INC.","0001889565","1,324,847,297"
"PBG FINANCIAL SERVICES, INC.","0001085415","1,324,847,340"
"A.N.B. HOLDING COMPANY, LTD.","0001895007","1,324,847,341"
CVB FINANCIAL CORP.,"0001029222","1,324,847,358"
"SCHAUMBURG BANCSHARES, INC.","0001204609","1,324,847,362"
"F & M BANCSHARES, INC.","0002622219","1,324,847,368"
"FIRST STATE BANCORPORATION OF WATONGA, INC.","0001061110","1,324,847,386"
JPMORGAN CHASE & CO.,"0001039502","1,324,847,394"
"PORT CITY HOLDING COMPANY, INC.","0001082601","1,324,847,415"
"FIRST STATE BANCSHARES, INC.","0002032724","1,324,847,432"
"EAGLE BANCSHARES, INC.","0004465885","1,324,847,436"
MIZUHO AMERICAS LLC,"0005034792","1,324,847,458"
"QUAIL CREEK BANCSHARES, INC.","0001057962","1,324,847,463"
"BESSEMER GROUP, INCORPORATED, THE","0001246159","1,324,847,479"
"FIRST PEOPLES BANCORP, INC.","0004166397","1,324,847,482"
"MINERS AND MERCHANTS BANCORP, INC.","0002227687","1,324,847,488"
"BANCSTAR, INC.","0001097445","1,324,847,502"
PRIORITYONE CAPITAL CORPORATION,"0001084575","1,324,847,507"
KIRKWOOD BANCORPORATION CO.,"0001843558","1,324,847,523"
TRICO BANCSHARES,"0001030170","1,324,847,533"
"SBC, INCORPORATED","0001204814","1,324,847,542"
CHISHOLM TRAIL FINANCIAL CORPORATION,"0001061772","1,324,847,545"
MONTECITO BANCORP,"0001138919","1,324,847,546"
COMMUNITY ILLINOIS CORPORATION,"0001427659","1,324,847,573"
COVINGTON CAPITAL CORPORATION,"0002228590","1,324,847,583"
"ANDREW JOHNSON BANCSHARES, INC.","0001083185","1,324,847,598"
"INDEPENDENT SOUTHERN BANCSHARES, INC.","0001100000","1,324,847,603"
"FIRST STATE BANCORP OF MONTICELLO, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002310217","1,324,847,614"
"1ST UNITED BANCORPORATION, INC.","0001128415","1,324,847,619"
"CASEY BANCORP, INC","0002269351","1,324,847,620"
